0	(re)zip	Booth: N2046	['Austin,', 'TX', 'United States']	Rezip Co. designs thoughtful products to help  consumers live a simpler, greener lifestyle. (re)zip® Reusable Storage Bags are the original  food-safe, lightweight, leakproof, freezer-safe  reusable bags. They are designed to simplify  food storage, and make it easy  for consumers to consciously reduce single-use  plastic baggies. (re)zip Reusable Storage Bags  are available in an assortment of sizes and styles  to accommodate a variety of uses including food  prep, pantry storage, organization, and more	Brands: Rezip	['Home', 'Pet', 'Special Attributes']	[['Household Supplies', 'Kitchen & Dining', 'Miscellaneous'], ['Pet Food - Cat', 'Pet Food - Dog'], ['Sustainability']]
270	Bia Diagnostics Laboratories	Booth: 942	['Colchester,', 'VT', 'United States']	Bia Diagnostics is a global leading ISO 17025 accredited food, beverage and nutraceutical testing laboratory. With over 40 years of diagnostics' experience, we specialize in Food Allergen, GMO, Food Authenticity, Fermented Beverage and Cannabis / Hemp testing. Focusing on these five critical sectors, our expert scientists are dedicated to working with you to ensure the most accurate and timely results, providing same day analysis for most testing needs at no additional cost!	N/A	['Services', 'Special Attributes']	[['Analytical Laboratories', 'Consulting'], ['Allergy Free', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free']]
271	Bianchi Candle Brands	Booth: 2427	['Omaha,', 'NE', 'United States']	N/A	N/A	[]	[]
272	Bibita SHPK	Booth: 3075	['Peje,', 'Albania']	N/A	N/A	[]	[]
273	Biena Snacks	Booth: N1811	['Boston,', 'MA', 'United States']	Biena Snacks is a line of Roasted Chickpea Snacks, Crisps & Snack Mix.  Biena Roasted Chickpea Snacks are one of the most award winning healthy snacks on the market. They are made with simple, all-natural, non-GMO ingredients, are gluten-free and sourced exclusively from family-owned farms in the United States.    Biena Snacks launched Tasty Thins that will bring a veggie-based and lower-calorie option to the category for those seeking better-for-you snacks that don't compromise on taste. 	Brands: Biena Chickpea Snacks
Biena Tasty Thins
Biena Super Crunch Mix	['Special Attributes']	[['Allergy Free', 'Dairy Free', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve', 'Low Carb', 'Vegan']]
274	Big Bold Health	Booth: 8614, F48	['Bainbridge Island,', 'WA', 'United States']	N/A	N/A	[]	[]
275	Big Dipper Wax Works	Booth: 2813	['Seattle,', 'WA', 'United States']	N/A	N/A	[]	[]
276	Big Easy Blends	Booth: 5729	['New Orleans,', 'LA', 'United States']	N/A	N/A	['Frozen', 'Services', 'Special Attributes']	[['Frozen Juice'], ['Contract Manufacturing'], ['Allergy Free', 'Convenience', 'Dairy Free', 'Food Service Ready']]
277	Big Green Organic Food	Booth: 1546	['City of Industry,', 'CA', 'United States']	Bgreen Food is a California based company specializing in Certified Organic, Non-GMO, Gluten-Free products. We strive to create healthy, authentic, and delicious foods that are best sellers on restaurant menus and grocery stores alike.  Our 100% Organic lineup: Capellini, Rotini, Penne, Angel Hair Pasta, Ramen, Extraordinary Black Rice, Fensi Vermicelli, Coolberry™ Hawthorn Berry, Goji Berries, Bake More™ Gluten-Free Artisan Baking Flours, 12-month aged Soy Sauce, Functional Teas.  Our New Concept Pasta collection is made with only one ingredient, where customers are able to enjoy our pure and healthy product.	Brands: Bgreen Food
Big Green Organic Food
Bake More™ Flour
Coolberry™ Organic Hawthorn Berry
Extraordinary Black Rice
Blacksoil Black Rice	['Special Attributes']	[['Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan']]
278	Big Picture Foods	Booth: N1942	['Barrington,', 'RI', 'United States']	N/A	N/A	['Special Attributes']	[['Ethnic/Multicultural', 'Food Service Ready', 'Full Line Organic', 'Functional Food', 'Kosher/Parve', 'Organic Food & Bev', 'Specialty/Gourmet']]
279	Big Tree Farms	Booth: 5523	['Burlington,', 'VT', 'United States']	N/A	N/A	[]	[]
280	Bigelow Tea	Booth: 881	['Fairfield,', 'CT', 'United States']	Family owned Bigelow Tea pioneered the specialty tea industry over 75 years ago. The 3 generation company founded by a woman in 1945 takes pride in its heritage & growth from a one-product, entrepreneurial venture into America's leading specialty tea company, producing 2 billion tea bags annually. The complete line includes "Constant Comment"® & over 150 traditional & flavored black, green, herbal, decaf, steep by Bigelow Organic, Benefits Wellness teas & Bigelow Botanicals Cold Water Infusion	Brands: Bigelow, steep by Bigelow Organic, Bigelow Benefits Wellness, Bigelow Botanicals Cold Water Infusion	['Special Attributes']	[['Gluten/Wheat Free', 'Kosher/Parve', 'Organic Food & Bev', 'Specialty/Gourmet']]
281	Bikurim Food and Pastry ltd.	Booth: 1983	['Bney brak,', 'Israel']	N/A	N/A	[]	[]
282	Bim Bam Boo	Booth: N1337	['Minneapolis,', 'MN', 'United States']	Bim Bam Boo is a tree-free paper company wiping away deforestation with soft, strong and affordable paper products. Instead of trees, they are transforming the fastest growing plant in the world (bamboo) into sustainable paper towels, toilet paper, facial tissue and flushable wet wipes. They have saved 10M+ pound of trees, sold 4M+ rolls of bamboo toilet paper, and are now sold in 1,000+ stores nationwide.	Brands: Bim Bam Boo	['Other Products & Services', 'Packaging', 'Services', 'Special Attributes', 'Cosmetics Personal Care', 'Home']	[["Children's Miscellaneous"], ['Paper Products'], ['Contract Manufacturing'], ['Full Line', 'Vegan'], ['Baby Care'], ['Household Supplies']]
283	Bio Essence Pharmaceutical	Booth: 4454, N541	['Irvine,', 'CA', 'United States']	N/A	N/A	['Bakery', 'Condiments & Sauces', 'Frozen', 'Snacks']	[['Bread', 'Cookies'], ['Condiments & Sauces'], ['Frozen Appetizers & Side Dishes', 'Frozen Meals', 'Ice Cream'], ['Crackers', 'Dried Fruit', 'Pretzels', 'Vegetable Snacks']]
284	Bio Nutrition, Inc.	Booth: 4122	['Oceanside,', 'NY', 'United States']	N/A	Brands: Bio Nutrition, Health support	[]	[]
285	Bio Organica Italia SRL	Booth: 5798B, 2050	['Cerignola,', 'Foggia', 'Italy']	Bio Organica Italia, a third-generation family business, farming in Cerignola (Fg) since 1960, has developed over the years the most advanced skills in vegetable growing and processing. Today, it is one of the few companies in Europe to be able to boast 100% organic (and now biodynamic) production from the field to the finished product: with over 200 hectares of certified land, it is one of the largest short supply chains of this type. An "in house" production that allows the company to offer a complete range of starters, olives, sauces and pestos with typically Apulian recipes, made with its own raw materials. Bio Organica Italia offers a complete line of over 60 references in which sustainability is the main axis of development: innovative 100% plastic free packaging, massive use of renewable energy and recovery of organic waste during the production processes are among the characteristic elements of Bio Organica Italia's production. 	Brands: Bio Organica Italia-- BIO Gustiamo	['Special Attributes']	[['Dairy Free', 'Full Line Organic', 'Organic Ingredients', 'Organic Processed/Packaged', 'Vegan']]
286	BioBag	Booth: 2610	['Dunedin,', 'FL', 'United States']	BioBag is the world’s largest brand of certified compostable bags. Our bags assist communities, residents, and businesses with the collection of organics for composting. We have worked with numerous haulers, composters, and government agencies to start and promote composting programs, including providing custom bags and free bins for new pilots.	Brands: BioBag UmiMax Food Scrap Bucket
BioBag Small 3 Gallon Food Scrap Bags
BioBag Tall 13 Gallon Food Scrap Bags
BioBag Lawn & Leaf Bags
BioBag Resealable Bags
BioBag Pet Waste Bags
BioBag Shoppers & Produce Bags
BioBag Liners	['Packaging']	[['Biodegradable Packaging', 'Paper Products', 'Plastic Products']]
287	BIO-CAT	Booth: 4337	['Troy,', 'VA', 'United States']	N/A	N/A	['Raw Ingredients']	[['Probiotics', 'Proteins/Amino Acids']]
288	Biocell Technology, LLC	Booth: N305	['Irvine,', 'CA', 'United States']	BioCell Technology is a research, product development, branding, and marketing company that manufactures innovative, science-based ingredients that have applications in dietary supplements, functional foods and cosmetics.	Brands: Not all collagens are alike! BioCell Collagen®, is a clinically studied hydrolyzed chicken sternal cartilage extract ingredient comprised of a complex matrix of primarily collagen type II peptides, chondroitin sulfate and hyaluronic acid.
	['Raw Ingredients', 'Special Attributes']	[['Branded Ingredients', 'Herbs', 'Other', 'Single Element Minerals', 'Vitamins'], ['Anti-Aging']]
289	Bioenergy Life Science, Inc.	Booth: 4674	['Minneapolis,', 'MN', 'United States']	N/A	Brands: Bioenergy Ribose, Corvalen & CorvalenM	['Special Attributes', 'Raw Ingredients']	[['Functional Food'], ['Sugar']]
290	BIOGRUND US, Inc.	Booth: 4383	['Shelbyville,', 'KY', 'United States']	Natural and organic functional ingredient blends to make your products suitable for clean labeling!  - coatings (free of TiO2) - capsule filling & tableting (Binder, lubricant, flowing aid, oil / humidity absorption, free of SiO2, Mgst, etc.) - colorings   Since 1999, we have been the specialist for the homogeneous mixing of excipients and carriers. We support the food supplement & pharmaceutical industry in the development, formulation and production of solid oral dosage forms.	Brands: - Coatings: AquaPolish® / NutraPolish® / BonuLac® / IsuPolish® / BonuWax®
- Tableting & Capsule filling: CompactCel® (Binder, lubricant, flowing aid, oil / humidity absorption) / BonuTab®
- Others: TopMill® /  BonuPrint® / BonuCel®	['Raw Ingredients', 'Services', 'Special Attributes']	[['Other'], ['Consulting', 'Contract Manufacturing', 'Training'], ['Organic Ingredients']]
291	Biohm Technologies	Booth: 4645	['Cleveland,', 'OH', 'United States']	Founded in 2017 by Afif Ghannoum and Dr. Mahmoud Ghannoum, BIOHM is one of the world’s leading microbiome companies utilizing microbiome data to empower individuals to live healthier lives. Dr. Ghannoum has been ranked in the Top 2% in the world among all research scientists by Stanford University. He discovered a certain balance of bacteria and fungi work together to optimize our gut health. BIOHM knows Fungus is critical in the gut, yet no other company addresses its role in gut health.	Brands: BIOHM	['Special Attributes']	[['Allergy Free', 'Gluten/Wheat Free', 'Organic Ingredients']]
292	BIOITALIA SRL	Booth: 1852	['Sarno,', 'Salerno', 'Italy']	Bioitalia, a made in Italy company, is into the Organic food production since 1994, offering high quality products coming from organic farmed raw materials. Our main factors of success are the extensive range (pasta, tomato, sauces, pulses, juices, smoothies, pasta, olive oil), the high-quality raw materials employed and a food chain traceability, through the Blockchain system, which boosts the relationship of trust between the manufacturer and the consumer	Brands: BIOITALIA	['Beverages', 'Condiments & Sauces', 'Pasta Sauce & Noodles', 'Soups & Canned Goods', 'Special Attributes']	[['Smoothies'], ['Condiments & Sauces', 'Jams & Fruit Spreads', 'Marinades & Sauces', 'Salad Dressings'], ['Dry Pasta & Noodles', 'Pasta Sauce'], ['Canned & Prepared Beans'], ['Gluten/Wheat Free', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged']]
293	Bio-K+ USA	Booth: 4311	['Beloit,', 'WI', 'United States']	We’re transforming the world with sustainable nutrition.  A leader in taste & nutrition, Kerry offers a diverse portfolio of flavors, taste modulators, proteins, clean preservatives, and science-backed wellness ingredients. We’ve become stronger with the addition of Niacet, a leader in food protection; Biosearch Life, an innovative supplier of probiotics, omega-3s, and extracts; and Bio-K+, an award-winning consumer brand that’s been the #1 pharmacist-recommended probiotic in Canada for 7 years.	Brands: Bio-K+ - Probiotic consumer brand (drinkables, capsules, and travel probiotic)
Wellmune - Yeast beta glucan for immune health
BC30 - Spore-forming probiotic for F&B
Sporevia - Spore-forming probiotic for supplements
Eupoly-3 - Omega-3s
Exxentia - Extracts	['Raw Ingredients', 'Special Attributes']	[['**flavors', 'Branded Ingredients', 'Omega-3', 'Probiotics', 'Proteins/Amino Acids'], ['Dairy Free', 'Functional Beverage', 'Functional Food', 'Organic Ingredients']]
294	Bio-Kinetics Corporation	Booth: 1461	['Sheldon,', 'IA', 'United States']	Bio-Kinetics simply offers the best in sprouted grain products using our unique patent pending process to ensure the unlocked nutrition is maintained. Our superior sprouted products are used in a variety of industries! Stop by and visit us to see how we can help your business.	Brands: Bio-Kinetics Living Flour and Bio-Kinetics Baby Cereals	['Special Attributes', 'Baby Food']	[['Vegan', 'Functional Food', 'Gluten/Wheat Free'], ['Baby Food Shelf']]
295	Bionutrigen Co., Ltd.	Booth: 2898D	['Daejeon,', 'Korea, Republic of']	N/A	N/A	[]	[]
296	Biophix, Health Genesis	Booth: 4775	['Davie,', 'FL', 'United States']	N/A	N/A	['Cosmetics Personal Care', 'Raw Ingredients', 'Special Attributes', 'Supplements', 'Vitamins & Minerals']	[['Facial Care', 'Hair Care'], ['Vitamins'], ['Anti-Aging', 'Gluten/Wheat Free', 'Organic Ingredients', 'Vegan'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
297	Bioport Korea, Inc.	Booth: 5728	['San Ramon,', 'CA', 'United States']	N/A	N/A	[]	[]
298	BioPouches	Booth: 2979	['Chambly,', 'QC', 'Canada']	N/A	N/A	[]	[]
299	BIORA by Kefiplant	Booth: 5144	['Drummondville,', 'QC', 'Canada']	N/A	N/A	['Condiments & Sauces']	[['Salad Dressings']]
300	BIOSTRIPS	Booth: 2871	['Oakville,', 'ON', 'Canada']	N/A	N/A	[]	[]
301	Biovanta	Booth: 4210	['New York,', 'NY', 'United States']	Applied Biological Laboratories Inc. is a New York-based biotechnology company committed to the research, development, and manufacturing of natural solutions to support respiratory health. Applied Bio launched Biovanta, the ONLY cough/cold product made from 100% natural ingredients that effectively strengthens barrier immunity and reduces respiratory inflammation. Biovanta Immunity Cold Defense is the ONLY Natural Drug-Free formula clinically and scientifically proven cough/cold solution.	Brands: Biovanta Immunity Cold Defense Elderberry Lozenges
Biovanta Immunity Cold Defense Throat Spray	[]	[]
302	Birch Benders/Arrowhead Mills	Booth: 5698A	['Chicago,', 'IL', 'United States']	N/A	N/A	['Baking & Cooking Ingredients', 'Breakfast', 'Dried Beans, Rice & Grains', 'Frozen']	[['Baking & Cooking Mixes', 'Flours, Meals'], ['Cereal', 'Hot Cereal & Oats', 'Pancake, Crepes & Waffle Mix', 'Puffed Grain Cereal'], ['Dried Beans', 'Dried Grains'], ['Frozen Breakfast']]
303	BIRDMAN LIFE	Booth: N637	['Zapopan,', 'Jalisco', 'Mexico']	N/A	Brands: BIRDMAN, FALCON, FALCON PERFORMANCE, PEACOCK, PARROT, FITMINGO.	['Beverages', 'Supplements']	[['Powdered Drink Mixes', 'Protein Shakes (ready-to-drink)'], ['Probiotics & Digestion', 'Superfood & Greens Blends']]
304	Birštonas mineral waters	Booth: N1503	['Birštonas,', 'Lithuania']	N/A	N/A	['Beverages']	[['Flavored & Enhanced Water', 'Sparkling Water & Seltzer', 'Water']]
305	Bitchin' Sauce	Booth: 4287	['Carlsbad,', 'CA', 'United States']	Bitchin', (meaning "Excellent; remarkably wonderful; first-rate"), is family owned and operated in Carlsbad, CA, and features a full line of six totally Bitchin' flavors that are entirely Vegan, Gluten-Free, and Project Non-GMO products.  The line of addictive, savory, Totally Bitchin' almond-based sauces is a Bitchin' addition to any savory food item and can be found nationwide in your local health food store.  Come by for a Bitchin' time!	Brands: Bitchin' Sauce, This Dip is Nuts	['Special Attributes', 'Frozen']	[['Gluten/Wheat Free', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan'], ['Frozen Desserts']]
306	BLACK GIRL SUNSCREEN LLC	Booth: 3077	['Van Nuys,', 'CA', 'United States']	N/A	N/A	[]	[]
307	Black Lotus Shilajit LLC	Booth: 152	['Melbourne,', 'FL', 'United States']	N/A	N/A	[]	[]
308	Blackbird Foods	Booth: N744	['long island city,', 'NY', 'United States']	N/A	N/A	['Frozen', 'Meat Alternatives']	[['Frozen Appetizers & Side Dishes', 'Frozen Pizza'], ['Plant-based Meat']]
309	Blake's Seed Based	Booth: N2107	['Chicago,', 'IL', 'United States']	N/A	N/A	['Special Attributes']	[['Allergy Free', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Vegan']]
310	Blender Bites LTD	Booth: N1034	['Vancouver,', 'BC', 'Canada']	N/A	N/A	['Frozen', 'Special Attributes']	[['Frozen Juice'], ['Allergy Free', 'Convenience', 'Dairy Free', 'Full Line Organic', 'Functional Beverage', 'Gluten/Wheat Free', 'Organic Food & Bev', 'Organic Ingredients']]
311	Blentech Corporation	Booth: 101	['Santa Rosa,', 'CA', 'United States']	Blentech is an industry leading manufacturer of processing systems. We continue to achieve excellence in food production and our systems can be used in pharmaceutical, chemical and biochemical applications. We creatively blend function, durability, sanitary design, safety and performance into the design and construction of Blentech systems. Our equipment is of unparalleled quality and maintains its functional value for decades while delivering product consistency driving down operating costs.	N/A	[]	[]
